Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a train split of fold 1 of 2200481 files.
Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a val split of fold 1 of 490680 files.
Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a test split of fold 1 of 947582 files.
[2020-09-11 12:53:36.720394 | Step 0 / 17192]
[2020-09-11 23:42:45.440517 | Step 6027 / 17192]
[2020-09-11 23:42:48.943973 | Step 6028 / 17192]
[2020-09-11 23:43:02.747864 | Step 6029 / 17192]
[2020-09-11 23:43:13.385576 | Step 6030 / 17192]
[2020-09-11 23:43:16.646793 | Step 6031 / 17192]
[2020-09-11 23:43:19.889450 | Step 6032 / 17192]
[2020-09-11 23:43:23.192175 | Step 6033 / 17192]
[2020-09-11 23:43:27.280133 | Step 6034 / 17192]
[2020-09-11 23:43:40.351330 | Step 6035 / 17192]
[2020-09-11 23:43:52.999607 | Step 6036 / 17192]
[2020-09-11 23:43:56.358455 | Step 6037 / 17192]
[2020-09-11 23:43:59.902296 | Step 6038 / 17192]
[2020-09-11 23:44:03.733440 | Step 6039 / 17192]
[2020-09-11 23:44:07.409673 | Step 6040 / 17192]
[2020-09-11 23:44:20.371909 | Step 6041 / 17192]
[2020-09-11 23:44:32.496606 | Step 6042 / 17192]
[2020-09-11 23:44:36.125428 | Step 6043 / 17192]
[2020-09-11 23:44:39.901970 | Step 6044 / 17192]
[2020-09-11 23:44:43.667299 | Step 6045 / 17192]
[2020-09-11 23:44:47.399869 | Step 6046 / 17192]
[2020-09-11 23:45:00.784200 | Step 6047 / 17192]
[2020-09-11 23:45:13.380935 | Step 6048 / 17192]
[2020-09-11 23:45:17.026178 | Step 6049 / 17192]
[2020-09-11 23:45:20.899886 | Step 6050 / 17192]
[2020-09-11 23:45:24.573927 | Step 6051 / 17192]
[2020-09-11 23:45:28.414334 | Step 6052 / 17192]
[2020-09-11 23:45:40.927541 | Step 6053 / 17192]
[2020-09-11 23:45:54.578974 | Step 6054 / 17192]
[2020-09-11 23:45:58.276079 | Step 6055 / 17192]
[2020-09-11 23:46:01.875898 | Step 6056 / 17192]
[2020-09-11 23:46:05.614485 | Step 6057 / 17192]
[2020-09-11 23:46:09.158233 | Step 6058 / 17192]
[2020-09-11 23:46:19.956370 | Step 6059 / 17192]
[2020-09-11 23:46:33.930305 | Step 6060 / 17192]
[2020-09-11 23:46:37.574692 | Step 6061 / 17192]
[2020-09-11 23:46:41.541350 | Step 6062 / 17192]
[2020-09-11 23:46:45.262289 | Step 6063 / 17192]
[2020-09-11 23:46:48.953550 | Step 6064 / 17192]
[2020-09-11 23:46:59.083807 | Step 6065 / 17192]
[2020-09-11 23:47:12.615665 | Step 6066 / 17192]
[2020-09-11 23:47:15.999680 | Step 6067 / 17192]
[2020-09-11 23:47:19.671328 | Step 6068 / 17192]
[2020-09-11 23:47:23.200993 | Step 6069 / 17192]
[2020-09-11 23:47:26.693343 | Step 6070 / 17192]
[2020-09-11 23:47:38.025852 | Step 6071 / 17192]
[2020-09-11 23:47:51.358669 | Step 6072 / 17192]
[2020-09-11 23:47:55.277277 | Step 6073 / 17192]
[2020-09-11 23:47:59.193918 | Step 6074 / 17192]
[2020-09-11 23:48:02.852255 | Step 6075 / 17192]
[2020-09-11 23:48:06.707948 | Step 6076 / 17192]
[2020-09-11 23:48:17.672376 | Step 6077 / 17192]
[2020-09-11 23:48:29.746818 | Step 6078 / 17192]
[2020-09-11 23:48:33.439065 | Step 6079 / 17192]
[2020-09-11 23:48:37.082573 | Step 6080 / 17192]
[2020-09-11 23:48:40.904157 | Step 6081 / 17192]
[2020-09-11 23:48:44.492477 | Step 6082 / 17192]
[2020-09-11 23:48:56.952026 | Step 6083 / 17192]
[2020-09-11 23:49:08.017851 | Step 6084 / 17192]
[2020-09-11 23:49:11.424632 | Step 6085 / 17192]
[2020-09-11 23:49:15.025906 | Step 6086 / 17192]
[2020-09-11 23:49:18.576448 | Step 6087 / 17192]
[2020-09-11 23:49:22.108980 | Step 6088 / 17192]
[2020-09-11 23:49:36.573859 | Step 6089 / 17192]
[2020-09-11 23:49:47.358934 | Step 6090 / 17192]
[2020-09-11 23:49:51.253791 | Step 6091 / 17192]
[2020-09-11 23:49:55.072800 | Step 6092 / 17192]
[2020-09-11 23:49:58.727224 | Step 6093 / 17192]
[2020-09-11 23:50:02.687161 | Step 6094 / 17192]
[2020-09-11 23:50:16.659715 | Step 6095 / 17192]
[2020-09-11 23:50:26.870761 | Step 6096 / 17192]
[2020-09-11 23:50:30.298890 | Step 6097 / 17192]
[2020-09-11 23:50:33.860891 | Step 6098 / 17192]
[2020-09-11 23:50:37.747657 | Step 6099 / 17192]
[2020-09-11 23:50:41.252532 | Step 6100 / 17192]
[2020-09-11 23:50:55.763088 | Step 6101 / 17192]
[2020-09-11 23:51:06.743761 | Step 6102 / 17192]
[2020-09-11 23:51:10.540184 | Step 6103 / 17192]
[2020-09-11 23:51:14.220270 | Step 6104 / 17192]
[2020-09-11 23:51:18.111797 | Step 6105 / 17192]
[2020-09-11 23:51:21.819103 | Step 6106 / 17192]
[2020-09-11 23:51:35.867620 | Step 6107 / 17192]
[2020-09-11 23:51:45.842488 | Step 6108 / 17192]
[2020-09-11 23:51:49.370171 | Step 6109 / 17192]
[2020-09-11 23:51:52.947439 | Step 6110 / 17192]
[2020-09-11 23:51:56.483328 | Step 6111 / 17192]
[2020-09-11 23:52:00.209581 | Step 6112 / 17192]
[2020-09-11 23:52:16.029594 | Step 6113 / 17192]
[2020-09-11 23:52:25.374314 | Step 6114 / 17192]
[2020-09-11 23:52:28.883281 | Step 6115 / 17192]
[2020-09-11 23:52:32.565226 | Step 6116 / 17192]
[2020-09-11 23:52:36.322571 | Step 6117 / 17192]
[2020-09-11 23:52:40.043139 | Step 6118 / 17192]
[2020-09-11 23:52:55.784366 | Step 6119 / 17192]
[2020-09-11 23:53:05.572390 | Step 6120 / 17192]
[2020-09-11 23:53:09.176856 | Step 6121 / 17192]
[2020-09-11 23:53:12.876189 | Step 6122 / 17192]
[2020-09-11 23:53:16.515351 | Step 6123 / 17192]
[2020-09-11 23:53:20.033752 | Step 6124 / 17192]
[2020-09-11 23:53:34.719330 | Step 6125 / 17192]
[2020-09-11 23:53:44.767386 | Step 6126 / 17192]
[2020-09-11 23:53:48.525158 | Step 6127 / 17192]
[2020-09-11 23:53:52.313967 | Step 6128 / 17192]
[2020-09-11 23:53:56.287248 | Step 6129 / 17192]
[2020-09-11 23:53:59.958328 | Step 6130 / 17192]
[2020-09-11 23:54:14.530552 | Step 6131 / 17192]
[2020-09-11 23:54:25.137139 | Step 6132 / 17192]
[2020-09-11 23:54:28.697365 | Step 6133 / 17192]
[2020-09-11 23:54:32.564412 | Step 6134 / 17192]
[2020-09-11 23:54:36.095232 | Step 6135 / 17192]
[2020-09-11 23:54:39.734255 | Step 6136 / 17192]
[2020-09-11 23:54:53.490136 | Step 6137 / 17192]
[2020-09-11 23:55:04.349153 | Step 6138 / 17192]
[2020-09-11 23:55:07.714264 | Step 6139 / 17192]
[2020-09-11 23:55:11.315766 | Step 6140 / 17192]
[2020-09-11 23:55:14.826992 | Step 6141 / 17192]
[2020-09-11 23:55:18.139113 | Step 6142 / 17192]
[2020-09-11 23:55:31.983500 | Step 6143 / 17192]
[2020-09-11 23:55:43.715786 | Step 6144 / 17192]
[2020-09-11 23:55:47.402245 | Step 6145 / 17192]
[2020-09-11 23:55:51.290283 | Step 6146 / 17192]
[2020-09-11 23:55:55.351360 | Step 6147 / 17192]
[2020-09-11 23:55:59.005298 | Step 6148 / 17192]
[2020-09-11 23:56:11.947617 | Step 6149 / 17192]
[2020-09-11 23:56:22.730628 | Step 6150 / 17192]
[2020-09-11 23:56:26.569883 | Step 6151 / 17192]
[2020-09-11 23:56:30.271619 | Step 6152 / 17192]
[2020-09-11 23:56:34.185067 | Step 6153 / 17192]
[2020-09-11 23:56:37.911055 | Step 6154 / 17192]
[2020-09-11 23:56:51.434545 | Step 6155 / 17192]
[2020-09-11 23:57:02.244410 | Step 6156 / 17192]
[2020-09-11 23:57:06.032068 | Step 6157 / 17192]
[2020-09-11 23:57:09.858834 | Step 6158 / 17192]
[2020-09-11 23:57:13.750731 | Step 6159 / 17192]
[2020-09-11 23:57:17.475165 | Step 6160 / 17192]
[2020-09-11 23:57:31.307747 | Step 6161 / 17192]
[2020-09-11 23:57:42.447744 | Step 6162 / 17192]
[2020-09-11 23:57:46.275295 | Step 6163 / 17192]
[2020-09-11 23:57:50.125087 | Step 6164 / 17192]
[2020-09-11 23:57:54.078331 | Step 6165 / 17192]
[2020-09-11 23:57:57.642287 | Step 6166 / 17192]
[2020-09-11 23:58:10.437029 | Step 6167 / 17192]
[2020-09-11 23:58:22.562684 | Step 6168 / 17192]
[2020-09-11 23:58:26.619723 | Step 6169 / 17192]
[2020-09-11 23:58:30.296332 | Step 6170 / 17192]
[2020-09-11 23:58:33.894316 | Step 6171 / 17192]
[2020-09-11 23:58:37.665880 | Step 6172 / 17192]
[2020-09-11 23:58:50.893668 | Step 6173 / 17192]
[2020-09-11 23:59:02.396202 | Step 6174 / 17192]
[2020-09-11 23:59:06.245686 | Step 6175 / 17192]
[2020-09-11 23:59:10.251092 | Step 6176 / 17192]
[2020-09-11 23:59:14.001391 | Step 6177 / 17192]
[2020-09-11 23:59:17.930865 | Step 6178 / 17192]
[2020-09-11 23:59:31.404326 | Step 6179 / 17192]
[2020-09-11 23:59:42.471820 | Step 6180 / 17192]
[2020-09-11 23:59:46.051947 | Step 6181 / 17192]
[2020-09-11 23:59:49.830533 | Step 6182 / 17192]
[2020-09-11 23:59:53.522639 | Step 6183 / 17192]
[2020-09-11 23:59:57.233108 | Step 6184 / 17192]
[2020-09-12 00:00:10.833727 | Step 6185 / 17192]
[2020-09-12 00:00:22.048356 | Step 6186 / 17192]
[2020-09-12 00:00:25.802535 | Step 6187 / 17192]
[2020-09-12 00:00:29.638898 | Step 6188 / 17192]
[2020-09-12 00:00:33.642812 | Step 6189 / 17192]
[2020-09-12 00:00:37.451176 | Step 6190 / 17192]
[2020-09-12 00:00:50.721775 | Step 6191 / 17192]
[2020-09-12 00:01:02.515250 | Step 6192 / 17192]
[2020-09-12 00:01:06.410355 | Step 6193 / 17192]
[2020-09-12 00:01:10.372933 | Step 6194 / 17192]
[2020-09-12 00:01:14.200476 | Step 6195 / 17192]
[2020-09-12 00:01:18.067452 | Step 6196 / 17192]
[2020-09-12 00:01:30.872163 | Step 6197 / 17192]
[2020-09-12 00:01:40.610978 | Step 6198 / 17192]
[2020-09-12 00:01:44.040493 | Step 6199 / 17192]
[2020-09-12 00:01:47.421419 | Step 6200 / 17192]
[2020-09-12 00:01:50.871770 | Step 6201 / 17192]
[2020-09-12 00:01:54.646651 | Step 6202 / 17192]
[2020-09-12 00:02:11.655386 | Step 6203 / 17192]
[2020-09-12 00:02:21.791506 | Step 6204 / 17192]
[2020-09-12 00:02:25.672569 | Step 6205 / 17192]
[2020-09-12 00:02:29.373760 | Step 6206 / 17192]
[2020-09-12 00:02:33.104037 | Step 6207 / 17192]
[2020-09-12 00:02:36.726147 | Step 6208 / 17192]
[2020-09-12 00:02:52.239103 | Step 6209 / 17192]
[2020-09-12 00:03:02.398265 | Step 6210 / 17192]
[2020-09-12 00:03:06.203786 | Step 6211 / 17192]
[2020-09-12 00:03:09.851888 | Step 6212 / 17192]
[2020-09-12 00:03:13.560872 | Step 6213 / 17192]
[2020-09-12 00:03:17.266547 | Step 6214 / 17192]
[2020-09-12 00:03:32.481507 | Step 6215 / 17192]
[2020-09-12 00:03:42.878867 | Step 6216 / 17192]
[2020-09-12 00:03:46.617448 | Step 6217 / 17192]
[2020-09-12 00:03:50.243544 | Step 6218 / 17192]
[2020-09-12 00:03:53.831576 | Step 6219 / 17192]
[2020-09-12 00:03:57.500751 | Step 6220 / 17192]
[2020-09-12 00:04:12.440550 | Step 6221 / 17192]
[2020-09-12 00:04:22.659422 | Step 6222 / 17192]
[2020-09-12 00:04:26.258781 | Step 6223 / 17192]
[2020-09-12 00:04:30.003414 | Step 6224 / 17192]
[2020-09-12 00:04:33.636769 | Step 6225 / 17192]
[2020-09-12 00:04:37.251195 | Step 6226 / 17192]
[2020-09-12 00:04:51.798799 | Step 6227 / 17192]
[2020-09-12 00:05:03.309962 | Step 6228 / 17192]
[2020-09-12 00:05:07.057577 | Step 6229 / 17192]
[2020-09-12 00:05:11.302367 | Step 6230 / 17192]
[2020-09-12 00:05:15.139825 | Step 6231 / 17192]
[2020-09-12 00:05:19.038693 | Step 6232 / 17192]
[2020-09-12 00:05:32.739661 | Step 6233 / 17192]
[2020-09-12 00:05:43.743132 | Step 6234 / 17192]
[2020-09-12 00:05:47.527695 | Step 6235 / 17192]
[2020-09-12 00:05:51.463183 | Step 6236 / 17192]
[2020-09-12 00:05:55.239875 | Step 6237 / 17192]
[2020-09-12 00:05:58.740560 | Step 6238 / 17192]
[2020-09-12 00:06:12.264865 | Step 6239 / 17192]
[2020-09-12 00:06:22.152656 | Step 6240 / 17192]
[2020-09-12 00:06:25.704607 | Step 6241 / 17192]
[2020-09-12 00:06:29.670971 | Step 6242 / 17192]
[2020-09-12 00:06:33.339997 | Step 6243 / 17192]
[2020-09-12 00:06:37.047931 | Step 6244 / 17192]
[2020-09-12 00:06:51.966555 | Step 6245 / 17192]
[2020-09-12 00:07:03.258885 | Step 6246 / 17192]
[2020-09-12 00:07:07.038593 | Step 6247 / 17192]
[2020-09-12 00:07:11.075442 | Step 6248 / 17192]
[2020-09-12 00:07:14.922711 | Step 6249 / 17192]
[2020-09-12 00:07:18.539413 | Step 6250 / 17192]
[2020-09-12 00:07:31.058297 | Step 6251 / 17192]
[2020-09-12 00:07:41.057767 | Step 6252 / 17192]
[2020-09-12 00:07:44.655197 | Step 6253 / 17192]
[2020-09-12 00:07:48.345754 | Step 6254 / 17192]
[2020-09-12 00:07:51.871319 | Step 6255 / 17192]
[2020-09-12 00:07:55.344728 | Step 6256 / 17192]
[2020-09-12 00:08:08.700419 | Step 6257 / 17192]
[2020-09-12 00:08:19.279797 | Step 6258 / 17192]
[2020-09-12 00:08:22.773275 | Step 6259 / 17192]
[2020-09-12 00:08:26.299486 | Step 6260 / 17192]
[2020-09-12 00:08:29.791596 | Step 6261 / 17192]
[2020-09-12 00:08:33.331777 | Step 6262 / 17192]
[2020-09-12 00:08:49.360010 | Step 6263 / 17192]
[2020-09-12 00:08:59.421976 | Step 6264 / 17192]
[2020-09-12 00:09:03.239900 | Step 6265 / 17192]
[2020-09-12 00:09:06.708372 | Step 6266 / 17192]
[2020-09-12 00:09:09.675347 | Step 6267 / 17192]
[2020-09-12 00:09:13.347871 | Step 6268 / 17192]
[2020-09-12 00:09:27.058844 | Step 6269 / 17192]
[2020-09-12 00:09:37.241689 | Step 6270 / 17192]
[2020-09-12 00:09:40.680477 | Step 6271 / 17192]
[2020-09-12 00:09:44.246121 | Step 6272 / 17192]
[2020-09-12 00:09:47.341147 | Step 6273 / 17192]
[2020-09-12 00:09:51.044381 | Step 6274 / 17192]
[2020-09-12 00:10:05.262754 | Step 6275 / 17192]
[2020-09-12 00:10:15.469498 | Step 6276 / 17192]
[2020-09-12 00:10:18.927196 | Step 6277 / 17192]
[2020-09-12 00:10:22.670726 | Step 6278 / 17192]
[2020-09-12 00:10:25.484709 | Step 6279 / 17192]
[2020-09-12 00:10:28.779295 | Step 6280 / 17192]
[2020-09-12 00:10:41.000326 | Step 6281 / 17192]
[2020-09-12 00:10:51.027112 | Step 6282 / 17192]
[2020-09-12 00:10:54.184945 | Step 6283 / 17192]
[2020-09-12 00:10:57.295364 | Step 6284 / 17192]
[2020-09-12 00:11:00.246641 | Step 6285 / 17192]
[2020-09-12 00:11:03.406334 | Step 6286 / 17192]
[2020-09-12 00:11:16.741115 | Step 6287 / 17192]
[2020-09-12 00:11:26.274926 | Step 6288 / 17192]
[2020-09-12 00:11:29.354093 | Step 6289 / 17192]
[2020-09-12 00:11:32.416339 | Step 6290 / 17192]
[2020-09-12 00:11:35.457168 | Step 6291 / 17192]
[2020-09-12 00:11:38.392171 | Step 6292 / 17192]
[2020-09-12 00:11:55.308361 | Step 6293 / 17192]
[2020-09-12 00:12:04.118225 | Step 6294 / 17192]
[2020-09-12 00:12:07.836389 | Step 6295 / 17192]
[2020-09-12 00:12:11.380710 | Step 6296 / 17192]
[2020-09-12 00:12:15.211332 | Step 6297 / 17192]
[2020-09-12 00:12:18.578909 | Step 6298 / 17192]
[2020-09-12 00:12:34.145174 | Step 6299 / 17192]
[2020-09-12 00:12:41.148886 | Step 6300 / 17192]
[2020-09-12 00:12:44.561301 | Step 6301 / 17192]
[2020-09-12 00:12:48.023399 | Step 6302 / 17192]
[2020-09-12 00:12:51.574335 | Step 6303 / 17192]
[2020-09-12 00:12:55.204640 | Step 6304 / 17192]
[2020-09-12 00:13:12.441841 | Step 6305 / 17192]
[2020-09-12 00:13:18.855129 | Step 6306 / 17192]
[2020-09-12 00:13:22.483148 | Step 6307 / 17192]
[2020-09-12 00:13:25.910479 | Step 6308 / 17192]
[2020-09-12 00:13:29.421721 | Step 6309 / 17192]
[2020-09-12 00:13:33.073626 | Step 6310 / 17192]
[2020-09-12 00:13:50.004212 | Step 6311 / 17192]
[2020-09-12 00:13:56.221073 | Step 6312 / 17192]
[2020-09-12 00:13:59.692605 | Step 6313 / 17192]
[2020-09-12 00:14:03.007285 | Step 6314 / 17192]
[2020-09-12 00:14:06.420073 | Step 6315 / 17192]
[2020-09-12 00:14:09.769252 | Step 6316 / 17192]
[2020-09-12 00:14:26.149813 | Step 6317 / 17192]
[2020-09-12 00:14:32.981181 | Step 6318 / 17192]
[2020-09-12 00:14:36.322565 | Step 6319 / 17192]
[2020-09-12 00:14:39.769719 | Step 6320 / 17192]
[2020-09-12 00:14:43.158921 | Step 6321 / 17192]
[2020-09-12 00:14:46.459515 | Step 6322 / 17192]
[2020-09-12 00:15:02.122715 | Step 6323 / 17192]
[2020-09-12 00:15:09.851749 | Step 6324 / 17192]
[2020-09-12 00:15:13.057025 | Step 6325 / 17192]
[2020-09-12 00:15:16.566038 | Step 6326 / 17192]
[2020-09-12 00:15:20.434208 | Step 6327 / 17192]
[2020-09-12 00:15:24.185403 | Step 6328 / 17192]
[2020-09-12 00:15:42.527103 | Step 6329 / 17192]
[2020-09-12 00:15:49.066274 | Step 6330 / 17192]
[2020-09-12 00:15:52.568610 | Step 6331 / 17192]
[2020-09-12 00:15:56.033087 | Step 6332 / 17192]
[2020-09-12 00:15:59.627058 | Step 6333 / 17192]
[2020-09-12 00:16:03.200678 | Step 6334 / 17192]
[2020-09-12 00:16:19.901749 | Step 6335 / 17192]
[2020-09-12 00:16:26.529538 | Step 6336 / 17192]
[2020-09-12 00:16:29.906912 | Step 6337 / 17192]
[2020-09-12 00:16:33.297790 | Step 6338 / 17192]
[2020-09-12 00:16:36.779021 | Step 6339 / 17192]
[2020-09-12 00:16:40.465535 | Step 6340 / 17192]
[2020-09-12 00:16:58.613337 | Step 6341 / 17192]
[2020-09-12 00:17:05.492158 | Step 6342 / 17192]
[2020-09-12 00:17:08.997778 | Step 6343 / 17192]
[2020-09-12 00:17:12.514469 | Step 6344 / 17192]
[2020-09-12 00:17:15.900960 | Step 6345 / 17192]
[2020-09-12 00:17:19.435095 | Step 6346 / 17192]
[2020-09-12 00:17:37.757985 | Step 6347 / 17192]
[2020-09-12 00:17:44.975428 | Step 6348 / 17192]
[2020-09-12 00:17:48.591202 | Step 6349 / 17192]
[2020-09-12 00:17:52.318084 | Step 6350 / 17192]
[2020-09-12 00:17:55.938670 | Step 6351 / 17192]
[2020-09-12 00:17:59.403938 | Step 6352 / 17192]
[2020-09-12 00:18:17.003534 | Step 6353 / 17192]
[2020-09-12 00:18:23.951575 | Step 6354 / 17192]
[2020-09-12 00:18:27.377752 | Step 6355 / 17192]
[2020-09-12 00:18:31.192131 | Step 6356 / 17192]
[2020-09-12 00:18:35.075287 | Step 6357 / 17192]
[2020-09-12 00:18:38.975986 | Step 6358 / 17192]
[2020-09-12 00:18:56.847408 | Step 6359 / 17192]
[2020-09-12 00:19:03.360763 | Step 6360 / 17192]
[2020-09-12 00:19:07.732607 | Step 6361 / 17192]
[2020-09-12 00:19:14.075062 | Step 6362 / 17192]
[2020-09-12 00:19:17.815500 | Step 6363 / 17192]
[2020-09-12 00:19:21.328695 | Step 6364 / 17192]
[2020-09-12 00:19:38.643775 | Step 6365 / 17192]
[2020-09-12 00:19:43.931737 | Step 6366 / 17192]
[2020-09-12 00:19:47.236951 | Step 6367 / 17192]
[2020-09-12 00:19:50.711477 | Step 6368 / 17192]
[2020-09-12 00:19:54.265413 | Step 6369 / 17192]
[2020-09-12 00:19:57.703409 | Step 6370 / 17192]
[2020-09-12 00:20:17.374181 | Step 6371 / 17192]
[2020-09-12 00:20:21.694918 | Step 6372 / 17192]
[2020-09-12 00:20:25.020389 | Step 6373 / 17192]
[2020-09-12 00:20:28.533556 | Step 6374 / 17192]
[2020-09-12 00:20:32.102009 | Step 6375 / 17192]
[2020-09-12 00:20:35.716233 | Step 6376 / 17192]
[2020-09-12 00:20:55.967719 | Step 6377 / 17192]
[2020-09-12 00:20:59.621631 | Step 6378 / 17192]
[2020-09-12 00:21:02.818688 | Step 6379 / 17192]
[2020-09-12 00:21:05.989629 | Step 6380 / 17192]
[2020-09-12 00:21:09.381229 | Step 6381 / 17192]
[2020-09-12 00:21:12.897378 | Step 6382 / 17192]
[2020-09-12 00:21:35.576255 | Step 6383 / 17192]
[2020-09-12 00:21:39.554833 | Step 6384 / 17192]
[2020-09-12 00:21:43.071418 | Step 6385 / 17192]
[2020-09-12 00:21:46.888601 | Step 6386 / 17192]
[2020-09-12 00:21:50.633402 | Step 6387 / 17192]
[2020-09-12 00:21:54.403012 | Step 6388 / 17192]
[2020-09-12 00:22:15.868096 | Step 6389 / 17192]
[2020-09-12 00:22:19.197413 | Step 6390 / 17192]
[2020-09-12 00:22:22.811627 | Step 6391 / 17192]
[2020-09-12 00:22:26.556706 | Step 6392 / 17192]
[2020-09-12 00:22:30.342751 | Step 6393 / 17192]
[2020-09-12 00:22:34.138767 | Step 6394 / 17192]
[2020-09-12 00:22:55.266843 | Step 6395 / 17192]
[2020-09-12 00:22:58.847728 | Step 6396 / 17192]
[2020-09-12 00:23:02.795434 | Step 6397 / 17192]
[2020-09-12 00:23:06.362047 | Step 6398 / 17192]
[2020-09-12 00:23:10.283791 | Step 6399 / 17192]
[2020-09-12 00:23:15.394260 | Step 6400 / 17192]
[2020-09-12 00:23:36.880637 | Step 6401 / 17192]
[2020-09-12 00:23:41.083553 | Step 6402 / 17192]
[2020-09-12 00:23:44.613605 | Step 6403 / 17192]
[2020-09-12 00:23:47.938499 | Step 6404 / 17192]
[2020-09-12 00:23:51.516455 | Step 6405 / 17192]
[2020-09-12 00:23:55.225141 | Step 6406 / 17192]
[2020-09-12 00:24:14.547712 | Step 6407 / 17192]
[2020-09-12 00:24:18.652183 | Step 6408 / 17192]
[2020-09-12 00:24:21.856179 | Step 6409 / 17192]
[2020-09-12 00:24:25.145643 | Step 6410 / 17192]
[2020-09-12 00:24:28.243769 | Step 6411 / 17192]
[2020-09-12 00:24:31.422023 | Step 6412 / 17192]
[2020-09-12 00:24:51.212578 | Step 6413 / 17192]
[2020-09-12 00:24:54.756665 | Step 6414 / 17192]
[2020-09-12 00:24:58.240022 | Step 6415 / 17192]
[2020-09-12 00:25:01.463416 | Step 6416 / 17192]
[2020-09-12 00:25:05.991858 | Step 6417 / 17192]
[2020-09-12 00:25:09.344885 | Step 6418 / 17192]
[2020-09-12 00:25:27.591369 | Step 6419 / 17192]
[2020-09-12 00:25:30.675018 | Step 6420 / 17192]
[2020-09-12 00:25:34.205474 | Step 6421 / 17192]
[2020-09-12 00:25:37.472102 | Step 6422 / 17192]
[2020-09-12 00:25:40.839474 | Step 6423 / 17192]
[2020-09-12 00:25:44.066097 | Step 6424 / 17192]
[2020-09-12 00:26:03.366133 | Step 6425 / 17192]
[2020-09-12 00:26:07.014293 | Step 6426 / 17192]
[2020-09-12 00:26:10.277779 | Step 6427 / 17192]
[2020-09-12 00:26:13.542084 | Step 6428 / 17192]
[2020-09-12 00:26:16.718774 | Step 6429 / 17192]
[2020-09-12 00:26:20.065399 | Step 6430 / 17192]
[2020-09-12 00:26:40.740829 | Step 6431 / 17192]
[2020-09-12 00:26:44.219455 | Step 6432 / 17192]
[2020-09-12 00:26:47.342402 | Step 6433 / 17192]
[2020-09-12 00:26:50.668696 | Step 6434 / 17192]
[2020-09-12 00:26:54.176238 | Step 6435 / 17192]
[2020-09-12 00:26:57.625163 | Step 6436 / 17192]
[2020-09-12 00:27:17.218933 | Step 6437 / 17192]
[2020-09-12 00:27:21.123356 | Step 6438 / 17192]
[2020-09-12 00:27:24.499960 | Step 6439 / 17192]
[2020-09-12 00:27:27.947921 | Step 6440 / 17192]
[2020-09-12 00:27:31.456890 | Step 6441 / 17192]
[2020-09-12 00:27:34.963160 | Step 6442 / 17192]
[2020-09-12 00:27:55.978266 | Step 6443 / 17192]
[2020-09-12 00:27:59.834049 | Step 6444 / 17192]
[2020-09-12 00:28:03.579335 | Step 6445 / 17192]
[2020-09-12 00:28:07.323003 | Step 6446 / 17192]
[2020-09-12 00:28:11.062489 | Step 6447 / 17192]
[2020-09-12 00:28:14.726733 | Step 6448 / 17192]
[2020-09-12 00:28:34.475654 | Step 6449 / 17192]
[2020-09-12 00:28:38.438714 | Step 6450 / 17192]
[2020-09-12 00:28:41.985617 | Step 6451 / 17192]
[2020-09-12 00:28:45.701290 | Step 6452 / 17192]
[2020-09-12 00:28:49.469215 | Step 6453 / 17192]
[2020-09-12 00:28:53.567853 | Step 6454 / 17192]
[2020-09-12 00:29:13.381058 | Step 6455 / 17192]
[2020-09-12 00:29:17.484601 | Step 6456 / 17192]
[2020-09-12 00:29:21.063403 | Step 6457 / 17192]
[2020-09-12 00:29:25.071655 | Step 6458 / 17192]
[2020-09-12 00:29:28.857580 | Step 6459 / 17192]
[2020-09-12 00:29:32.537078 | Step 6460 / 17192]
[2020-09-12 00:29:52.717892 | Step 6461 / 17192]
[2020-09-12 00:29:56.620389 | Step 6462 / 17192]
[2020-09-12 00:30:00.120241 | Step 6463 / 17192]
[2020-09-12 00:30:03.652182 | Step 6464 / 17192]
[2020-09-12 00:30:07.492655 | Step 6465 / 17192]
[2020-09-12 00:30:11.182579 | Step 6466 / 17192]
[2020-09-12 00:30:30.937175 | Step 6467 / 17192]
[2020-09-12 00:30:34.800333 | Step 6468 / 17192]
[2020-09-12 00:30:38.426036 | Step 6469 / 17192]
[2020-09-12 00:30:42.143304 | Step 6470 / 17192]
[2020-09-12 00:30:45.814921 | Step 6471 / 17192]
[2020-09-12 00:30:49.372301 | Step 6472 / 17192]
[2020-09-12 00:31:10.261774 | Step 6473 / 17192]
[2020-09-12 00:31:13.941562 | Step 6474 / 17192]
[2020-09-12 00:31:17.735361 | Step 6475 / 17192]
[2020-09-12 00:31:21.270106 | Step 6476 / 17192]
[2020-09-12 00:31:24.716035 | Step 6477 / 17192]
[2020-09-12 00:31:27.819404 | Step 6478 / 17192]
[2020-09-12 00:31:45.942223 | Step 6479 / 17192]
[2020-09-12 00:31:49.132101 | Step 6480 / 17192]
